,investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
23667,INV000746,2025-01-07,119599,Lumpsum,144178,Madhya Pradesh,Bhopal,B30,36-45,Male,49.8,UPI,Verified
23668,INV002198,2025-01-07,100016,SIP,4997,Delhi,Gurugram,T30,36-45,Female,43.3,UPI,Verified
23669,INV000626,2025-01-07,119599,Lumpsum,431981,Haryana,Gurugram,T30,26-35,Female,12.3,Mandate,Verified
23670,INV002510,2025-01-07,120506,SIP,3031,Karnataka,Mysore,B30,36-45,Male,32.6,Mandate,Pending
23671,INV003230,2025-01-07,119094,SIP,2466,Punjab,Amritsar,B30,18-25,Female,3.2,Net Banking,Verified
23672,INV004804,2025-01-07,100016,SIP,10955,Maharashtra,Mumbai,T30,36-45,Male,44.1,Net Banking,Verified
23673,INV000306,2025-01-07,118632,SIP,417,Maharashtra,Mumbai,T30,26-35,Female,19.4,Net Banking,Verified
23674,INV001274,2025-01-07,148568,SIP,10309,Maharashtra,Mumbai,T30,36-45,Female,55.7,Net Banking,Verified
23675,INV004639,2025-01-07,100016,SIP,2511,Rajasthan,Jaipur,T30,18-25,Female,6.0,UPI,Pending
23676,INV003102,2025-01-07,119552,SIP,47454,Maharashtra,Pune,T30,18-25,Male,4.3,Cheque,Verified
23677,INV001921,2025-01-07,119551,SIP,2759,Gujarat,Surat,T30,26-35,Female,13.5,Cheque,Verified
23678,INV000847,2025-01-07,120504,Redemption,505170,West Bengal,Kolkata,T30,26-35,Female,17.8,UPI,Verified
23679,INV001288,2025-01-07,149324,SIP,6394,Telangana,Hyderabad,T30,26-35,Male,21.8,Net Banking,Verified
23680,INV000416,2025-01-07,148568,SIP,3571,Maharashtra,Nashik,B30,26-35,Male,6.8,Cheque,Verified
23681,INV001937,2025-01-07,119120,SIP,11837,Haryana,Gurugram,T30,18-25,Male,7.8,UPI,Verified
23682,INV004193,2025-01-07,148569,Lumpsum,363551,Telangana,Hyderabad,T30,26-35,Male,17.1,Net Banking,Verified
23683,INV003210,2025-01-07,148567,SIP,482,Haryana,Faridabad,B30,36-45,Female,23.1,Net Banking,Verified
23684,INV000865,2025-01-07,100033,SIP,48817,Tamil Nadu,Coimbatore,B30,26-35,Male,24.2,Mandate,Verified
23685,INV003901,2025-01-07,125497,SIP,4655,Delhi,Gurugram,T30,46-55,Male,45.4,UPI,Verified
23686,INV003289,2025-01-07,120504,SIP,29618,Uttar Pradesh,Lucknow,T30,26-35,Male,11.2,UPI,Verified
23687,INV001168,2025-01-07,119552,SIP,2857,West Bengal,Kolkata,T30,46-55,Male,50.9,UPI,Verified
23688,INV003220,2025-01-07,119095,Redemption,347908,Madhya Pradesh,Bhopal,B30,26-35,Male,7.6,Cheque,Verified
23689,INV001890,2025-01-07,101207,SIP,820,Madhya Pradesh,Bhopal,B30,26-35,Male,21.9,UPI,Verified
23690,INV003286,2025-01-07,118634,Lumpsum,301979,Tamil Nadu,Chennai,T30,36-45,Female,41.2,Net Banking,Verified
23691,INV002540,2025-01-07,125498,SIP,570,Uttar Pradesh,Agra,B30,26-35,Male,10.8,UPI,Verified
23692,INV003478,2025-01-07,119552,SIP,5311,Punjab,Chandigarh,T30,26-35,Male,21.2,UPI,Verified
23693,INV002186,2025-01-07,120843,Lumpsum,51232,Haryana,Faridabad,B30,18-25,Female,7.9,Net Banking,Verified
23694,INV003795,2025-01-07,118632,Lumpsum,420460,West Bengal,Kolkata,T30,18-25,Male,7.6,Net Banking,Verified
23695,INV001251,2025-01-07,118636,Redemption,344652,Punjab,Chandigarh,T30,26-35,Female,11.7,Cheque,Verified
23696,INV004182,2025-01-07,119551,SIP,14626,Delhi,New Delhi,T30,26-35,Male,10.8,Net Banking,Verified
23697,INV000645,2025-01-07,102886,SIP,14346,Karnataka,Bangalore,T30,18-25,Male,3.9,Mandate,Verified
23698,INV000085,2025-01-07,102886,SIP,2306,Gujarat,Surat,T30,26-35,Female,14.6,Net Banking,Verified
23699,INV000249,2025-01-07,120505,SIP,55682,Punjab,Amritsar,B30,26-35,Male,13.4,Cheque,Verified
23700,INV004807,2025-01-07,118634,SIP,2137,Maharashtra,Mumbai,T30,36-45,Male,31.4,Cheque,Verified
23701,INV001507,2025-01-07,101207,SIP,5674,Uttar Pradesh,Lucknow,T30,26-35,Male,20.4,Cheque,Verified
23702,INV001771,2025-01-07,102887,Lumpsum,239653,Gujarat,Surat,T30,46-55,Male,85.9,Cheque,Verified
23703,INV004805,2025-01-07,102887,SIP,25450,Madhya Pradesh,Indore,T30,26-35,Female,7.6,Net Banking,Verified
23704,INV003234,2025-01-07,101207,SIP,4534,Telangana,Hyderabad,T30,26-35,Male,13.5,Cheque,Verified
23705,INV003146,2025-01-08,119599,SIP,8628,Rajasthan,Udaipur,B30,26-35,Male,20.2,Cheque,Verified
23706,INV001620,2025-01-08,100016,SIP,8874,Punjab,Amritsar,B30,26-35,Male,8.1,Mandate,Verified
23707,INV003697,2025-01-08,148569,Lumpsum,83388,Maharashtra,Mumbai,T30,18-25,Male,6.3,Mandate,Verified
23708,INV002639,2025-01-08,120506,SIP,2854,Gujarat,Ahmedabad,T30,36-45,Male,20.7,Cheque,Verified
23709,INV001937,2025-01-08,100016,SIP,3035,Haryana,Gurugram,T30,18-25,Male,7.8,Net Banking,Verified
23710,INV004884,2025-01-08,119120,SIP,2855,Karnataka,Bangalore,T30,18-25,Male,4.7,Mandate,Verified
23711,INV003762,2025-01-08,149323,SIP,2776,Telangana,Hyderabad,T30,36-45,Male,39.4,UPI,Verified
23712,INV003899,2025-01-08,120842,SIP,5789,Haryana,Gurugram,T30,36-45,Female,21.3,Mandate,Verified
23713,INV003111,2025-01-08,148567,SIP,2184,Delhi,Gurugram,T30,18-25,Female,5.9,Cheque,Verified
23714,INV001801,2025-01-08,148568,SIP,10520,Delhi,New Delhi,T30,36-45,Male,44.3,Mandate,Verified
23715,INV000482,2025-01-08,118635,Redemption,341379,Maharashtra,Mumbai,T30,26-35,Male,7.6,Net Banking,Verified
23716,INV001553,2025-01-08,149323,SIP,28082,Delhi,Noida,T30,26-35,Male,23.5,UPI,Verified
23717,INV000400,2025-01-08,125497,SIP,950,Punjab,Chandigarh,T30,26-35,Male,22.1,Cheque,Verified
23718,INV001820,2025-01-08,118636,Lumpsum,192847,Maharashtra,Mumbai,T30,36-45,Female,39.3,Net Banking,Verified
23719,INV003387,2025-01-08,118635,SIP,7640,Gujarat,Ahmedabad,T30,36-45,Male,15.4,Net Banking,Verified
23720,INV004516,2025-01-08,149322,SIP,24125,Haryana,Gurugram,T30,36-45,Male,14.4,UPI,Verified
23721,INV003695,2025-01-08,120506,SIP,7699,Karnataka,Bangalore,T30,36-45,Male,31.0,UPI,Verified
23722,INV000859,2025-01-08,148567,SIP,532,Gujarat,Surat,T30,18-25,Female,7.1,Net Banking,Verified
23723,INV000987,2025-01-08,100025,SIP,480,Punjab,Amritsar,B30,26-35,Male,18.7,Cheque,Verified
23724,INV001303,2025-01-08,100033,Redemption,354420,Delhi,Noida,T30,56+,Male,52.6,Net Banking,Verified
23725,INV001265,2025-01-08,119599,SIP,5943,Tamil Nadu,Coimbatore,B30,26-35,Male,20.3,Cheque,Verified
23726,INV003627,2025-01-08,118632,Redemption,57488,Telangana,Hyderabad,T30,36-45,Male,39.9,Net Banking,Verified
23727,INV000733,2025-01-08,148569,SIP,8892,Uttar Pradesh,Lucknow,T30,18-25,Male,3.9,Net Banking,Verified
23728,INV002049,2025-01-08,118635,Lumpsum,427294,Tamil Nadu,Coimbatore,B30,36-45,Female,36.8,Cheque,Verified
23729,INV003908,2025-01-08,119551,SIP,563,Tamil Nadu,Coimbatore,B30,26-35,Female,13.8,Net Banking,Verified
23730,INV004841,2025-01-08,120841,SIP,2173,West Bengal,Kolkata,T30,26-35,Male,21.4,Mandate,Verified
23731,INV001941,2025-01-08,125498,Lumpsum,82922,Uttar Pradesh,Lucknow,T30,56+,Male,32.7,Net Banking,Verified
23732,INV000995,2025-01-08,120504,SIP,3159,Delhi,New Delhi,T30,56+,Male,34.6,Cheque,Verified
23733,INV000931,2025-01-08,118636,SIP,5071,Tamil Nadu,Coimbatore,B30,26-35,Male,11.3,UPI,Verified
23734,INV003575,2025-01-08,120843,Lumpsum,393325,West Bengal,Kolkata,T30,18-25,Male,4.7,Net Banking,Verified
23735,INV001476,2025-01-08,120841,SIP,6000,Rajasthan,Jaipur,T30,36-45,Male,38.1,Cheque,Verified
23736,INV003684,2025-01-08,118636,Lumpsum,226621,Karnataka,Bangalore,T30,36-45,Male,42.9,UPI,Verified
23737,INV000540,2025-01-08,101206,SIP,3564,Tamil Nadu,Coimbatore,B30,26-35,Female,10.4,Mandate,Verified
23738,INV003811,2025-01-08,119092,SIP,8770,Gujarat,Surat,T30,46-55,Female,83.6,Cheque,Verified
23739,INV003600,2025-01-08,118633,SIP,2159,West Bengal,Kolkata,T30,56+,Female,19.3,Net Banking,Verified
23740,INV003510,2025-01-08,119093,SIP,2816,Uttar Pradesh,Kanpur,B30,46-55,Male,72.7,Net Banking,Verified
23741,INV000480,2025-01-08,101206,Lumpsum,275788,Maharashtra,Mumbai,T30,18-25,Male,6.2,Net Banking,Pending
23742,INV000427,2025-01-08,125498,Redemption,49136,Punjab,Amritsar,B30,56+,Female,18.6,Net Banking,Verified
23743,INV001423,2025-01-08,119552,SIP,5228,Madhya Pradesh,Bhopal,B30,18-25,Female,7.7,Mandate,Verified
23744,INV003706,2025-01-08,149323,SIP,9617,Punjab,Amritsar,B30,36-45,Female,27.2,Mandate,Verified
23745,INV000241,2025-01-08,120844,Lumpsum,139245,Telangana,Hyderabad,T30,26-35,Female,16.5,Net Banking,Verified
23746,INV004657,2025-01-08,118635,SIP,7624,Madhya Pradesh,Indore,T30,26-35,Female,23.0,Cheque,Verified
23747,INV002283,2025-01-08,119092,SIP,47241,Karnataka,Bangalore,T30,26-35,Female,14.5,Net Banking,Verified
23748,INV004258,2025-01-08,120841,Lumpsum,112804,Gujarat,Ahmedabad,T30,36-45,Male,56.6,UPI,Verified
23749,INV003851,2025-01-08,101208,Lumpsum,238164,Karnataka,Bangalore,T30,46-55,Male,60.6,Mandate,Verified
23750,INV002152,2025-01-08,118635,Redemption,179064,Tamil Nadu,Coimbatore,B30,46-55,Male,69.8,UPI,Verified
23751,INV000051,2025-01-08,100025,Lumpsum,453519,Haryana,Gurugram,T30,36-45,Male,21.0,UPI,Verified
23752,INV002159,2025-01-08,120504,Lumpsum,239885,Haryana,Gurugram,T30,26-35,Male,7.0,Net Banking,Verified
23753,INV002951,2025-01-08,149322,SIP,11498,Karnataka,Bangalore,T30,36-45,Male,58.6,Mandate,Verified
23754,INV001060,2025-01-08,148567,SIP,2085,Telangana,Hyderabad,T30,36-45,Male,29.0,Cheque,Verified
23755,INV004821,2025-01-08,149322,Redemption,24480,Tamil Nadu,Coimbatore,B30,26-35,Female,21.6,Mandate,Verified
23756,INV002258,2025-01-08,119552,SIP,13593,Madhya Pradesh,Bhopal,B30,36-45,Male,33.7,Cheque,Verified
23757,INV002545,2025-01-08,100025,Redemption,411048,Haryana,Faridabad,B30,36-45,Male,31.5,UPI,Verified
23758,INV004962,2025-01-08,119093,SIP,3168,Uttar Pradesh,Agra,B30,18-25,Male,6.7,Net Banking,Verified
23759,INV003982,2025-01-08,119551,Redemption,77962,Tamil Nadu,Coimbatore,B30,36-45,Female,34.4,Cheque,Verified
23760,INV004850,2025-01-08,119094,Redemption,357722,Madhya Pradesh,Bhopal,B30,56+,Male,34.8,Net Banking,Verified
23761,INV000563,2025-01-08,101207,Redemption,50115,Uttar Pradesh,Lucknow,T30,26-35,Male,15.5,Mandate,Verified
23762,INV002444,2025-01-08,149324,Lumpsum,395989,Uttar Pradesh,Lucknow,T30,18-25,Female,3.8,Mandate,Verified
23763,INV003457,2025-01-08,148568,SIP,24127,Karnataka,Bangalore,T30,36-45,Male,48.6,Net Banking,Verified
23764,INV000707,2025-01-08,101206,SIP,2356,Karnataka,Mysore,B30,36-45,Female,46.6,Net Banking,Verified
23765,INV003457,2025-01-08,149322,Lumpsum,232784,Karnataka,Bangalore,T30,36-45,Male,48.6,Cheque,Verified
23766,INV002066,2025-01-08,120503,SIP,22119,West Bengal,Kolkata,T30,26-35,Female,23.3,UPI,Verified
23767,INV003456,2025-01-08,100033,SIP,12400,Telangana,Hyderabad,T30,26-35,Male,7.5,Net Banking,Verified
23768,INV004544,2025-01-08,119095,Lumpsum,121603,Maharashtra,Mumbai,T30,36-45,Male,52.1,UPI,Verified
23769,INV000166,2025-01-08,118633,SIP,7122,Telangana,Hyderabad,T30,26-35,Male,24.4,Cheque,Verified
23770,INV002285,2025-01-09,102885,SIP,2803,Telangana,Hyderabad,T30,18-25,Male,6.6,Net Banking,Verified
23771,INV001798,2025-01-09,118632,Lumpsum,363615,Tamil Nadu,Chennai,T30,36-45,Female,21.3,Mandate,Verified
23772,INV000754,2025-01-09,100033,Redemption,121469,West Bengal,Kolkata,T30,26-35,Male,8.0,Net Banking,Verified
23773,INV001762,2025-01-09,102885,Lumpsum,390732,Punjab,Amritsar,B30,18-25,Female,7.5,Net Banking,Verified
23774,INV001022,2025-01-09,119599,Lumpsum,163538,Karnataka,Mysore,B30,36-45,Male,19.6,Cheque,Verified
23775,INV002602,2025-01-09,120507,SIP,2265,Gujarat,Surat,T30,56+,Female,45.7,Net Banking,Verified
23776,INV004145,2025-01-09,119093,SIP,6133,Gujarat,Surat,T30,18-25,Male,4.9,Mandate,Verified
23777,INV000605,2025-01-09,148568,Redemption,472321,Uttar Pradesh,Agra,B30,36-45,Male,35.6,UPI,Verified
23778,INV000105,2025-01-09,100033,SIP,10476,Punjab,Chandigarh,T30,56+,Male,41.4,Mandate,Verified
23779,INV004067,2025-01-09,120842,Lumpsum,25342,Delhi,Gurugram,T30,26-35,Male,8.5,UPI,Verified
23780,INV001291,2025-01-09,120842,SIP,29078,Uttar Pradesh,Lucknow,T30,46-55,Male,89.1,Mandate,Verified
23781,INV003220,2025-01-09,118635,Redemption,372262,Madhya Pradesh,Bhopal,B30,26-35,Male,7.6,Mandate,Pending
23782,INV000611,2025-01-09,120842,SIP,2251,Uttar Pradesh,Agra,B30,26-35,Male,11.4,Net Banking,Verified
23783,INV002762,2025-01-09,120843,SIP,22099,Rajasthan,Udaipur,B30,26-35,Female,21.9,Cheque,Verified
23784,INV004298,2025-01-09,118635,SIP,14928,Gujarat,Ahmedabad,T30,36-45,Female,55.5,Cheque,Verified
23785,INV003849,2025-01-09,118634,SIP,25650,Karnataka,Mysore,B30,26-35,Male,7.6,UPI,Verified
23786,INV000243,2025-01-09,100033,Lumpsum,36778,Punjab,Chandigarh,T30,26-35,Male,21.5,Net Banking,Verified
23787,INV002472,2025-01-09,100033,Lumpsum,515536,Maharashtra,Mumbai,T30,26-35,Female,19.1,UPI,Verified
23788,INV004848,2025-01-09,119094,Redemption,354966,Haryana,Gurugram,T30,26-35,Male,15.6,Net Banking,Verified
23789,INV004613,2025-01-09,119599,Lumpsum,224955,Maharashtra,Pune,T30,36-45,Male,27.2,Mandate,Verified
23790,INV001398,2025-01-09,119095,Redemption,324411,Madhya Pradesh,Indore,T30,26-35,Female,18.4,Net Banking,Verified
23791,INV003193,2025-01-09,119092,Redemption,432969,Rajasthan,Jaipur,T30,36-45,Male,40.4,Net Banking,Verified
23792,INV003189,2025-01-09,120505,Lumpsum,122799,Tamil Nadu,Chennai,T30,36-45,Female,44.6,Cheque,Verified
23793,INV004863,2025-01-09,149322,SIP,11106,Maharashtra,Mumbai,T30,26-35,Male,21.1,UPI,Verified
23794,INV001091,2025-01-09,118634,Redemption,400373,Telangana,Hyderabad,T30,18-25,Male,7.5,Mandate,Verified
23795,INV003511,2025-01-09,148567,SIP,16320,Haryana,Gurugram,T30,46-55,Male,36.8,Mandate,Verified
23796,INV004596,2025-01-09,118632,SIP,434,Rajasthan,Udaipur,B30,26-35,Male,22.8,UPI,Verified
23797,INV004468,2025-01-09,120844,Lumpsum,335534,Telangana,Hyderabad,T30,46-55,Female,20.8,UPI,Verified
23798,INV001321,2025-01-09,101206,Redemption,112409,Telangana,Hyderabad,T30,46-55,Male,74.1,Cheque,Verified
23799,INV003816,2025-01-09,120843,Redemption,457932,West Bengal,Kolkata,T30,26-35,Female,17.0,Cheque,Verified
23800,INV002838,2025-01-09,119599,SIP,3193,West Bengal,Kolkata,T30,56+,Female,71.9,Cheque,Verified
23801,INV002424,2025-01-09,119092,SIP,506,Telangana,Hyderabad,T30,56+,Female,51.2,Mandate,Verified
23802,INV002765,2025-01-09,149324,SIP,2910,Uttar Pradesh,Lucknow,T30,36-45,Male,57.6,Net Banking,Verified
23803,INV001544,2025-01-09,100016,SIP,9251,Uttar Pradesh,Kanpur,B30,18-25,Female,5.9,UPI,Verified
23804,INV002587,2025-01-09,118636,Redemption,154204,West Bengal,Kolkata,T30,18-25,Male,7.2,Mandate,Verified
23805,INV001820,2025-01-09,101208,Lumpsum,124803,Maharashtra,Mumbai,T30,36-45,Female,39.3,Net Banking,Verified
23806,INV001344,2025-01-09,119551,Redemption,126043,Rajasthan,Jaipur,T30,26-35,Male,10.0,Net Banking,Verified
23807,INV003619,2025-01-09,149324,SIP,984,West Bengal,Kolkata,T30,18-25,Female,3.3,UPI,Verified
23808,INV003907,2025-01-09,148569,SIP,2612,Gujarat,Surat,T30,46-55,Male,62.6,Net Banking,Verified
23809,INV002323,2025-01-09,149322,SIP,25409,West Bengal,Kolkata,T30,36-45,Female,33.7,Net Banking,Verified
23810,INV002942,2025-01-09,100016,SIP,872,Delhi,Noida,T30,36-45,Male,27.8,UPI,Verified
23811,INV002943,2025-01-09,125497,Lumpsum,300575,Karnataka,Bangalore,T30,26-35,Female,7.6,UPI,Verified
23812,INV000813,2025-01-09,119551,SIP,439,Telangana,Hyderabad,T30,46-55,Male,38.7,UPI,Verified
23813,INV002873,2025-01-09,118632,Lumpsum,215393,Haryana,Gurugram,T30,18-25,Male,5.9,Net Banking,Verified
23814,INV001083,2025-01-09,120507,SIP,7386,Gujarat,Ahmedabad,T30,46-55,Male,16.4,Cheque,Verified
23815,INV003920,2025-01-09,119092,Lumpsum,408719,Punjab,Chandigarh,T30,26-35,Male,20.3,UPI,Verified
23816,INV003736,2025-01-09,148568,Redemption,136024,Karnataka,Mysore,B30,18-25,Male,4.9,UPI,Pending
23817,INV001144,2025-01-09,118636,SIP,2008,Tamil Nadu,Coimbatore,B30,36-45,Male,16.7,Mandate,Verified
23818,INV002548,2025-01-09,120841,SIP,1140,Haryana,Gurugram,T30,26-35,Male,21.3,Net Banking,Verified
23819,INV001142,2025-01-09,149323,SIP,8298,Uttar Pradesh,Lucknow,T30,26-35,Male,16.8,Cheque,Verified
23820,INV001621,2025-01-09,100016,SIP,2571,Karnataka,Bangalore,T30,26-35,Female,10.0,UPI,Verified
23821,INV003280,2025-01-09,120843,SIP,8885,Haryana,Faridabad,B30,26-35,Female,9.0,UPI,Verified
23822,INV004576,2025-01-09,118636,SIP,2685,Rajasthan,Jaipur,T30,46-55,Male,54.5,Net Banking,Pending
23823,INV004143,2025-01-09,100016,Lumpsum,141498,Gujarat,Ahmedabad,T30,18-25,Male,7.4,Net Banking,Verified
23824,INV001409,2025-01-10,148567,Lumpsum,524319,Haryana,Faridabad,B30,18-25,Male,4.5,Cheque,Verified
23825,INV000215,2025-01-10,120841,Redemption,108925,Maharashtra,Nashik,B30,26-35,Female,18.3,UPI,Pending
23826,INV004844,2025-01-10,119552,SIP,8012,Maharashtra,Pune,T30,26-35,Male,15.7,Mandate,Verified
23827,INV002769,2025-01-10,101208,Lumpsum,172193,Maharashtra,Pune,T30,18-25,Female,4.5,Mandate,Verified
23828,INV003673,2025-01-10,118632,SIP,9000,Maharashtra,Mumbai,T30,26-35,Male,23.5,Cheque,Verified
23829,INV004840,2025-01-10,120841,SIP,2370,Maharashtra,Pune,T30,18-25,Male,6.5,Net Banking,Verified
23830,INV004836,2025-01-10,120844,Redemption,409425,West Bengal,Kolkata,T30,26-35,Male,8.3,UPI,Verified
23831,INV004024,2025-01-10,148568,Redemption,44336,Telangana,Hyderabad,T30,36-45,Male,23.1,Cheque,Verified
23832,INV001457,2025-01-10,102887,Lumpsum,356562,Gujarat,Ahmedabad,T30,26-35,Male,17.7,Cheque,Verified
23833,INV004994,2025-01-10,125498,SIP,2133,Delhi,New Delhi,T30,36-45,Male,31.9,Cheque,Verified
23834,INV003892,2025-01-10,119599,SIP,13209,Punjab,Amritsar,B30,46-55,Male,24.4,Cheque,Verified
23835,INV002350,2025-01-10,100016,Redemption,495452,Tamil Nadu,Chennai,T30,26-35,Male,23.0,Cheque,Verified
23836,INV004907,2025-01-10,118635,SIP,2946,Gujarat,Ahmedabad,T30,26-35,Male,20.7,Mandate,Verified
23837,INV002860,2025-01-10,120505,SIP,1688,Madhya Pradesh,Indore,T30,46-55,Male,18.9,UPI,Verified
23838,INV004757,2025-01-10,118633,SIP,1189,Gujarat,Ahmedabad,T30,26-35,Female,18.5,Mandate,Verified
23839,INV004014,2025-01-10,118636,SIP,15314,Telangana,Hyderabad,T30,56+,Female,27.2,Cheque,Verified
23840,INV002681,2025-01-10,101207,SIP,43238,Maharashtra,Nashik,B30,18-25,Female,7.2,Net Banking,Verified
23841,INV001040,2025-01-10,120505,Lumpsum,45742,Punjab,Chandigarh,T30,56+,Female,43.4,Mandate,Verified
23842,INV003735,2025-01-10,101206,SIP,2473,Gujarat,Ahmedabad,T30,36-45,Female,13.9,Net Banking,Verified
23843,INV001487,2025-01-10,120843,SIP,25132,Telangana,Hyderabad,T30,36-45,Male,59.8,Cheque,Verified
23844,INV002882,2025-01-10,119095,SIP,6581,Gujarat,Ahmedabad,T30,36-45,Male,52.7,Cheque,Verified
23845,INV002459,2025-01-10,102885,Redemption,355822,Rajasthan,Udaipur,B30,18-25,Female,5.2,Cheque,Verified
23846,INV002787,2025-01-10,120842,SIP,1048,Uttar Pradesh,Kanpur,B30,18-25,Male,4.8,UPI,Verified
23847,INV003012,2025-01-10,118636,SIP,8133,Madhya Pradesh,Indore,T30,36-45,Male,41.8,Cheque,Verified
23848,INV003040,2025-01-10,125498,SIP,4574,Karnataka,Bangalore,T30,26-35,Female,15.3,Cheque,Pending
23849,INV000960,2025-01-10,148568,Lumpsum,185355,West Bengal,Kolkata,T30,46-55,Male,90.6,Net Banking,Verified
23850,INV004296,2025-01-10,118634,SIP,57912,Telangana,Hyderabad,T30,26-35,Male,18.2,Mandate,Verified
23851,INV003168,2025-01-10,120842,Lumpsum,66348,Uttar Pradesh,Lucknow,T30,18-25,Male,5.1,Mandate,Verified
23852,INV000788,2025-01-10,120506,Lumpsum,240512,Haryana,Gurugram,T30,26-35,Male,20.7,Cheque,Verified
23853,INV001310,2025-01-10,148568,SIP,6599,Telangana,Hyderabad,T30,46-55,Male,83.6,Mandate,Verified
23854,INV003617,2025-01-10,119093,SIP,3519,Maharashtra,Pune,T30,36-45,Male,39.0,Net Banking,Verified
23855,INV003408,2025-01-10,118635,Redemption,158207,West Bengal,Kolkata,T30,18-25,Male,6.1,Cheque,Verified
23856,INV004064,2025-01-10,149322,Redemption,379072,Uttar Pradesh,Lucknow,T30,26-35,Male,16.1,UPI,Verified
23857,INV001990,2025-01-10,125497,SIP,6211,Punjab,Amritsar,B30,26-35,Male,9.3,Mandate,Verified
23858,INV004308,2025-01-10,125497,SIP,20826,Gujarat,Surat,T30,26-35,Female,11.1,Net Banking,Verified
23859,INV003345,2025-01-10,100025,Redemption,259045,Maharashtra,Pune,T30,26-35,Female,17.7,UPI,Verified
23860,INV003847,2025-01-10,125497,SIP,4104,Telangana,Hyderabad,T30,26-35,Male,19.7,Cheque,Verified
23861,INV004049,2025-01-10,118632,SIP,2804,Gujarat,Ahmedabad,T30,36-45,Male,31.1,Cheque,Verified
23862,INV003576,2025-01-10,119598,SIP,2131,Karnataka,Mysore,B30,26-35,Female,19.6,Net Banking,Verified
23863,INV001752,2025-01-10,148569,SIP,4181,Rajasthan,Udaipur,B30,26-35,Female,13.4,Cheque,Verified
23864,INV003342,2025-01-10,119120,Redemption,341316,Tamil Nadu,Chennai,T30,56+,Male,32.8,Cheque,Verified
23865,INV000722,2025-01-10,148568,Lumpsum,455643,Punjab,Chandigarh,T30,26-35,Female,8.1,Net Banking,Verified
23866,INV000720,2025-01-10,149324,Lumpsum,172630,Gujarat,Ahmedabad,T30,18-25,Female,5.8,Net Banking,Verified
23867,INV000360,2025-01-10,119599,SIP,16763,Maharashtra,Mumbai,T30,36-45,Female,55.3,UPI,Verified
23868,INV004611,2025-01-10,102886,Lumpsum,267639,Madhya Pradesh,Bhopal,B30,18-25,Female,6.1,Net Banking,Verified
23869,INV003230,2025-01-10,118635,SIP,487,Punjab,Amritsar,B30,18-25,Female,3.2,Cheque,Verified
23870,INV000634,2025-01-10,119551,Lumpsum,279935,Karnataka,Bangalore,T30,26-35,Female,22.7,UPI,Verified
23871,INV002198,2025-01-10,120506,Lumpsum,117824,Delhi,Gurugram,T30,36-45,Female,43.3,UPI,Verified
23872,INV004396,2025-01-10,101207,Lumpsum,242810,Rajasthan,Udaipur,B30,26-35,Female,15.0,Mandate,Verified
23873,INV003458,2025-01-10,101208,SIP,5965,Gujarat,Surat,T30,36-45,Male,21.3,UPI,Verified
23874,INV002968,2025-01-10,119092,SIP,14259,West Bengal,Kolkata,T30,36-45,Female,16.2,UPI,Verified
23875,INV004364,2025-01-10,119120,Redemption,350352,West Bengal,Kolkata,T30,36-45,Male,30.6,UPI,Verified
23876,INV001636,2025-01-10,120841,SIP,1923,Rajasthan,Udaipur,B30,18-25,Male,6.0,Mandate,Verified
23877,INV002924,2025-01-10,120843,SIP,49524,Tamil Nadu,Chennai,T30,26-35,Female,14.5,Mandate,Verified
23878,INV000676,2025-01-10,102885,SIP,1127,Rajasthan,Udaipur,B30,56+,Male,71.7,UPI,Verified
23879,INV004520,2025-01-10,148568,SIP,1613,Uttar Pradesh,Lucknow,T30,26-35,Female,15.7,Net Banking,Verified
23880,INV002122,2025-01-10,119551,SIP,2287,Gujarat,Ahmedabad,T30,46-55,Male,46.3,Mandate,Verified
23881,INV004287,2025-01-10,119094,SIP,13381,Gujarat,Surat,T30,26-35,Female,18.1,UPI,Verified
23882,INV002085,2025-01-10,119093,SIP,474,Telangana,Hyderabad,T30,56+,Female,12.5,Cheque,Verified
23883,INV004138,2025-01-10,119599,SIP,2216,Madhya Pradesh,Indore,T30,36-45,Male,18.2,Net Banking,Verified
23884,INV001508,2025-01-10,120503,SIP,9486,Tamil Nadu,Coimbatore,B30,46-55,Male,63.3,Mandate,Verified
23885,INV000920,2025-01-10,119120,SIP,28573,Delhi,Gurugram,T30,56+,Male,19.8,Mandate,Verified
23886,INV002914,2025-01-10,149323,SIP,6809,Rajasthan,Udaipur,B30,18-25,Male,7.4,Net Banking,Verified
23887,INV002109,2025-01-10,101206,Redemption,11981,Tamil Nadu,Coimbatore,B30,26-35,Male,14.4,Mandate,Verified
23888,INV003091,2025-01-10,118633,SIP,5878,Delhi,New Delhi,T30,36-45,Female,36.4,Net Banking,Verified
23889,INV002575,2025-01-11,118632,SIP,10743,West Bengal,Kolkata,T30,18-25,Male,7.9,Cheque,Verified
23890,INV003969,2025-01-11,102886,SIP,7605,Karnataka,Bangalore,T30,46-55,Male,76.3,Net Banking,Verified
23891,INV003491,2025-01-11,118636,SIP,2014,Delhi,Noida,T30,46-55,Male,92.5,Mandate,Verified
23892,INV003625,2025-01-11,125498,Lumpsum,207917,Telangana,Hyderabad,T30,26-35,Female,22.0,UPI,Verified
23893,INV004993,2025-01-11,125498,SIP,967,Karnataka,Bangalore,T30,36-45,Female,55.6,Mandate,Verified
