investor_id,gap_days,status
INV002902,35.0,Healthy
INV002903,89.6,At-Risk
INV002904,49.333333333333336,At-Risk
INV002905,73.0,At-Risk
INV002906,41.2,At-Risk
INV002907,,Healthy
INV002908,80.0,At-Risk
INV002909,82.33333333333333,At-Risk
INV002910,367.0,At-Risk
INV002911,120.5,At-Risk
INV002912,97.0,At-Risk
INV002913,73.66666666666667,At-Risk
INV002914,4.0,Healthy
INV002915,49.285714285714285,At-Risk
INV002917,132.33333333333334,At-Risk
INV002919,,Healthy
INV002920,99.0,At-Risk
INV002921,53.333333333333336,At-Risk
INV002922,,Healthy
INV002923,220.0,At-Risk
INV002924,32.0,Healthy
INV002925,226.0,At-Risk
INV002926,147.66666666666666,At-Risk
INV002927,40.285714285714285,At-Risk
INV002928,7.0,Healthy
INV002929,445.0,At-Risk
INV002930,95.33333333333333,At-Risk
INV002931,106.75,At-Risk
INV002932,87.66666666666667,At-Risk
INV002933,43.0,At-Risk
INV002934,104.0,At-Risk
INV002935,48.0,At-Risk
INV002936,,Healthy
INV002937,67.16666666666667,At-Risk
INV002939,60.5,At-Risk
INV002940,223.5,At-Risk
INV002941,64.0,At-Risk
INV002942,55.5,At-Risk
INV002943,70.0,At-Risk
INV002944,131.0,At-Risk
INV002945,65.0,At-Risk
INV002946,121.5,At-Risk
INV002947,64.16666666666667,At-Risk
INV002948,365.0,At-Risk
INV002949,103.66666666666667,At-Risk
INV002950,45.857142857142854,At-Risk
INV002951,51.833333333333336,At-Risk
INV002952,137.0,At-Risk
INV002953,73.66666666666667,At-Risk
INV002954,83.33333333333333,At-Risk
INV002955,,Healthy
INV002956,148.66666666666666,At-Risk
INV002957,114.75,At-Risk
INV002958,,Healthy
INV002959,104.0,At-Risk
INV002960,,Healthy
INV002961,84.66666666666667,At-Risk
INV002962,,Healthy
INV002963,27.0,Healthy
INV002964,78.75,At-Risk
INV002966,95.25,At-Risk
INV002967,222.0,At-Risk
INV002968,80.75,At-Risk
INV002969,34.5,Healthy
INV002970,,Healthy
INV002971,198.0,At-Risk
INV002972,,Healthy
INV002973,68.33333333333333,At-Risk
INV002974,51.333333333333336,At-Risk
INV002975,52.0,At-Risk
INV002976,,Healthy
INV002977,141.33333333333334,At-Risk
INV002978,195.0,At-Risk
INV002979,129.0,At-Risk
INV002980,85.25,At-Risk
INV002982,86.0,At-Risk
INV002983,,Healthy
INV002984,91.0,At-Risk
INV002985,62.0,At-Risk
INV002986,485.0,At-Risk
INV002988,,Healthy
INV002989,86.6,At-Risk
INV002990,,Healthy
INV002991,328.0,At-Risk
INV002992,82.0,At-Risk
INV002993,145.33333333333334,At-Risk
INV002994,58.166666666666664,At-Risk
INV002995,,Healthy
INV002996,75.0,At-Risk
INV002997,96.0,At-Risk
INV002998,6.0,Healthy
INV002999,,Healthy
INV003000,67.0,At-Risk
INV003001,,Healthy
INV003002,95.5,At-Risk
INV003003,58.25,At-Risk
INV003004,117.0,At-Risk
INV003005,53.142857142857146,At-Risk
INV003006,,Healthy
INV003007,48.25,At-Risk
INV003008,174.0,At-Risk
INV003009,38.125,At-Risk
INV003010,115.5,At-Risk
INV003011,64.16666666666667,At-Risk
INV003012,58.25,At-Risk
INV003013,,Healthy
INV003014,82.4,At-Risk
INV003015,54.666666666666664,At-Risk
INV003016,71.0,At-Risk
INV003017,109.75,At-Risk
INV003018,49.2,At-Risk
INV003019,,Healthy
INV003020,208.0,At-Risk
INV003021,120.5,At-Risk
INV003022,69.6,At-Risk
INV003023,116.33333333333333,At-Risk
INV003024,44.2,At-Risk
INV003025,35.285714285714285,At-Risk
INV003026,,Healthy
INV003027,70.0,At-Risk
INV003028,91.4,At-Risk
INV003029,,Healthy
INV003031,51.0,At-Risk
INV003032,260.0,At-Risk
INV003033,99.75,At-Risk
INV003034,73.4,At-Risk
INV003035,,Healthy
INV003036,57.714285714285715,At-Risk
INV003037,79.5,At-Risk
INV003038,83.0,At-Risk
INV003039,,Healthy
INV003040,74.0,At-Risk
INV003041,118.25,At-Risk
INV003042,191.0,At-Risk
INV003043,73.83333333333333,At-Risk
INV003044,71.16666666666667,At-Risk
INV003045,36.2,At-Risk
INV003046,39.0,At-Risk
INV003047,70.14285714285714,At-Risk
INV003048,36.75,At-Risk
INV003049,126.33333333333333,At-Risk
INV003051,72.5,At-Risk
INV003052,158.0,At-Risk
INV003053,216.0,At-Risk
INV003054,78.66666666666667,At-Risk
INV003055,112.5,At-Risk
INV003057,72.75,At-Risk
INV003058,85.75,At-Risk
INV003059,174.0,At-Risk
INV003060,79.0,At-Risk
INV003061,74.0,At-Risk
INV003062,,Healthy
INV003063,57.833333333333336,At-Risk
INV003064,134.0,At-Risk
INV003065,79.5,At-Risk
INV003066,123.0,At-Risk
INV003067,149.0,At-Risk
INV003068,185.0,At-Risk
INV003069,80.75,At-Risk
INV003070,54.5,At-Risk
INV003071,,Healthy
INV003072,,Healthy
INV003073,75.25,At-Risk
INV003074,74.8,At-Risk
INV003075,57.42857142857143,At-Risk
INV003076,,Healthy
INV003077,111.25,At-Risk
INV003078,69.16666666666667,At-Risk
INV003079,113.66666666666667,At-Risk
INV003080,67.0,At-Risk
INV003081,150.0,At-Risk
INV003082,46.42857142857143,At-Risk
INV003083,66.4,At-Risk
INV003084,170.0,At-Risk
INV003086,100.0,At-Risk
INV003087,106.0,At-Risk
INV003088,,Healthy
INV003089,65.0,At-Risk
INV003090,57.333333333333336,At-Risk
INV003091,50.875,At-Risk
INV003092,187.0,At-Risk
INV003093,,Healthy
INV003094,,Healthy
INV003095,86.6,At-Risk
INV003096,,Healthy
INV003097,62.714285714285715,At-Risk
INV003098,211.5,At-Risk
INV003099,192.0,At-Risk
INV003100,31.75,Healthy
INV003101,127.0,At-Risk
INV003102,83.5,At-Risk
INV003103,91.25,At-Risk
INV003104,,Healthy
INV003105,65.5,At-Risk
INV003107,,Healthy
INV003108,228.5,At-Risk
INV003109,100.0,At-Risk
INV003110,81.5,At-Risk
INV003111,95.25,At-Risk
INV003112,91.6,At-Risk
INV003113,66.85714285714286,At-Risk
INV003115,48.0,At-Risk
INV003116,79.33333333333333,At-Risk
INV003117,66.57142857142857,At-Risk
INV003118,,Healthy
INV003119,72.33333333333333,At-Risk
INV003120,210.0,At-Risk
INV003121,43.666666666666664,At-Risk
INV003122,,Healthy
INV003123,97.25,At-Risk
INV003124,63.75,At-Risk
INV003125,90.0,At-Risk
INV003127,,Healthy
INV003128,52.5,At-Risk
INV003129,51.0,At-Risk
INV003130,106.0,At-Risk
INV003131,,Healthy
INV003132,158.66666666666666,At-Risk
INV003133,,Healthy
INV003134,76.83333333333333,At-Risk
INV003136,117.0,At-Risk
INV003137,232.0,At-Risk
INV003138,,Healthy
INV003139,55.166666666666664,At-Risk
INV003140,57.0,At-Risk
INV003141,67.5,At-Risk
INV003142,125.5,At-Risk
INV003143,,Healthy
INV003144,82.5,At-Risk
INV003145,32.0,Healthy
INV003146,59.5,At-Risk
INV003147,204.5,At-Risk
INV003149,77.0,At-Risk
INV003150,126.0,At-Risk
INV003151,81.0,At-Risk
INV003153,40.666666666666664,At-Risk
INV003154,238.0,At-Risk
INV003155,,Healthy
INV003156,,Healthy
INV003157,117.5,At-Risk
INV003158,55.625,At-Risk
INV003159,156.0,At-Risk
INV003160,146.0,At-Risk
INV003161,77.4,At-Risk
INV003162,,Healthy
INV003163,,Healthy
INV003164,160.0,At-Risk
INV003165,119.25,At-Risk
INV003166,131.66666666666666,At-Risk
INV003167,83.5,At-Risk
INV003168,118.5,At-Risk
INV003169,62.6,At-Risk
INV003171,37.333333333333336,At-Risk
INV003172,,Healthy
INV003173,116.0,At-Risk
INV003174,21.0,Healthy
INV003175,,Healthy
INV003176,93.5,At-Risk
INV003177,,Healthy
INV003178,56.4,At-Risk
INV003179,56.25,At-Risk
INV003180,,Healthy
INV003181,242.0,At-Risk
INV003182,151.0,At-Risk
INV003183,124.5,At-Risk
INV003184,94.33333333333333,At-Risk
INV003185,65.2,At-Risk
INV003186,,Healthy
INV003187,58.25,At-Risk
INV003188,128.0,At-Risk
INV003189,55.125,At-Risk
INV003190,92.0,At-Risk
INV003191,76.8,At-Risk
INV003192,74.5,At-Risk
INV003193,96.6,At-Risk
INV003194,132.66666666666666,At-Risk
INV003195,68.0,At-Risk
INV003196,80.33333333333333,At-Risk
INV003197,8.0,Healthy
INV003198,166.5,At-Risk
INV003199,,Healthy
INV003200,74.25,At-Risk
INV003201,96.75,At-Risk
INV003202,92.25,At-Risk
INV003203,22.75,Healthy
INV003204,55.0,At-Risk
INV003205,67.66666666666667,At-Risk
INV003206,117.0,At-Risk
INV003207,68.0,At-Risk
INV003208,121.25,At-Risk
INV003209,97.5,At-Risk
INV003210,72.2,At-Risk
INV003211,69.0,At-Risk
INV003212,139.5,At-Risk
INV003213,171.5,At-Risk
INV003214,59.8,At-Risk
INV003215,60.833333333333336,At-Risk
INV003216,352.0,At-Risk
INV003217,,Healthy
INV003218,105.5,At-Risk
INV003219,57.2,At-Risk
INV003220,62.75,At-Risk
INV003221,61.166666666666664,At-Risk
INV003222,81.5,At-Risk
INV003223,67.71428571428571,At-Risk
INV003224,102.33333333333333,At-Risk
INV003225,118.0,At-Risk
INV003226,103.33333333333333,At-Risk
INV003227,123.5,At-Risk
INV003228,70.16666666666667,At-Risk
INV003229,,Healthy
INV003230,67.5,At-Risk
INV003231,83.0,At-Risk
INV003232,97.25,At-Risk
INV003233,169.0,At-Risk
INV003234,96.6,At-Risk
INV003235,292.0,At-Risk
INV003236,51.125,At-Risk
INV003237,117.0,At-Risk
INV003238,127.0,At-Risk
INV003239,97.5,At-Risk
INV003240,101.75,At-Risk
INV003241,23.0,Healthy
INV003242,61.0,At-Risk
INV003243,70.75,At-Risk
INV003244,80.75,At-Risk
INV003245,116.66666666666667,At-Risk
INV003246,205.0,At-Risk
INV003247,84.6,At-Risk
INV003248,117.75,At-Risk
INV003249,233.5,At-Risk
INV003250,112.25,At-Risk
INV003251,,Healthy
INV003252,67.6,At-Risk
INV003253,100.0,At-Risk
INV003254,46.25,At-Risk
INV003255,,Healthy
INV003256,51.0,At-Risk
INV003257,61.8,At-Risk
INV003258,85.5,At-Risk
INV003259,166.0,At-Risk
INV003260,89.4,At-Risk
INV003261,176.5,At-Risk
INV003262,85.2,At-Risk
INV003263,121.75,At-Risk
INV003264,66.25,At-Risk
INV003265,153.5,At-Risk
INV003267,74.4,At-Risk
INV003269,93.0,At-Risk
INV003270,26.5,Healthy
INV003271,61.166666666666664,At-Risk
INV003272,153.0,At-Risk
INV003273,60.142857142857146,At-Risk
INV003274,,Healthy
INV003275,429.0,At-Risk
INV003276,121.0,At-Risk
INV003277,53.714285714285715,At-Risk
INV003278,,Healthy
INV003279,63.375,At-Risk
INV003280,77.66666666666667,At-Risk
INV003281,,Healthy
INV003282,175.0,At-Risk
INV003283,208.0,At-Risk
INV003284,,Healthy
INV003285,121.0,At-Risk
INV003286,,Healthy
INV003287,93.75,At-Risk
INV003288,203.0,At-Risk
INV003289,64.83333333333333,At-Risk
INV003290,,Healthy
INV003291,93.5,At-Risk
INV003292,38.0,At-Risk
INV003293,,Healthy
INV003294,69.0,At-Risk
INV003295,119.0,At-Risk
INV003296,152.0,At-Risk
INV003297,81.5,At-Risk
INV003298,74.75,At-Risk
INV003299,,Healthy
INV003300,64.8,At-Risk
INV003301,59.375,At-Risk
INV003302,88.33333333333333,At-Risk
INV003303,251.0,At-Risk
INV003304,44.22222222222222,At-Risk
INV003305,51.333333333333336,At-Risk
INV003306,154.33333333333334,At-Risk
INV003307,320.0,At-Risk
INV003308,56.75,At-Risk
INV003309,111.66666666666667,At-Risk
INV003310,80.8,At-Risk
INV003311,48.0,At-Risk
INV003312,482.0,At-Risk
INV003313,25.666666666666668,Healthy
INV003314,73.5,At-Risk
INV003315,358.0,At-Risk
INV003316,73.0,At-Risk
INV003317,44.142857142857146,At-Risk
INV003318,,Healthy
INV003319,152.5,At-Risk
INV003320,45.285714285714285,At-Risk
INV003321,59.5,At-Risk
INV003322,337.0,At-Risk
INV003324,469.0,At-Risk
INV003325,101.0,At-Risk
INV003326,335.0,At-Risk
INV003328,204.0,At-Risk
INV003329,89.0,At-Risk
INV003330,229.0,At-Risk
INV003331,190.5,At-Risk
INV003332,87.25,At-Risk
INV003333,,Healthy
INV003334,26.0,Healthy
INV003335,153.5,At-Risk
INV003336,72.33333333333333,At-Risk
INV003337,117.0,At-Risk
INV003338,37.5,At-Risk
INV003339,,Healthy
INV003340,124.0,At-Risk
INV003341,46.0,At-Risk
INV003342,49.75,At-Risk
INV003343,121.66666666666667,At-Risk
INV003344,86.6,At-Risk
INV003345,113.66666666666667,At-Risk
INV003346,44.666666666666664,At-Risk
INV003347,94.66666666666667,At-Risk
INV003348,323.0,At-Risk
INV003349,286.0,At-Risk
INV003350,92.4,At-Risk
INV003351,54.0,At-Risk
INV003352,68.14285714285714,At-Risk
INV003353,14.0,Healthy
INV003354,108.75,At-Risk
INV003355,132.0,At-Risk
INV003356,104.0,At-Risk
INV003357,62.4,At-Risk
INV003358,,Healthy
INV003359,83.0,At-Risk
INV003360,59.42857142857143,At-Risk
INV003361,345.0,At-Risk
INV003362,34.0,Healthy
INV003363,92.75,At-Risk
INV003364,,Healthy
INV003365,,Healthy
INV003366,79.75,At-Risk
INV003368,,Healthy
INV003369,,Healthy
INV003370,63.333333333333336,At-Risk
INV003371,,Healthy
INV003372,59.4,At-Risk
INV003373,263.0,At-Risk
INV003374,56.5,At-Risk
INV003375,52.714285714285715,At-Risk
INV003376,85.8,At-Risk
INV003377,203.0,At-Risk
INV003379,75.16666666666667,At-Risk
INV003380,72.4,At-Risk
INV003381,119.0,At-Risk
INV003382,34.2,Healthy
INV003383,204.0,At-Risk
INV003384,,Healthy
INV003385,,Healthy
INV003386,,Healthy
INV003387,88.0,At-Risk
INV003388,130.66666666666666,At-Risk
INV003389,69.0,At-Risk
INV003390,382.0,At-Risk
INV003391,56.6,At-Risk
INV003392,126.0,At-Risk
INV003393,63.714285714285715,At-Risk
INV003394,210.5,At-Risk
INV003395,79.0,At-Risk
INV003396,123.5,At-Risk
INV003397,113.0,At-Risk
INV003398,55.42857142857143,At-Risk
INV003399,142.5,At-Risk
INV003400,44.0,At-Risk
INV003401,41.0,At-Risk
INV003402,30.333333333333332,Healthy
INV003403,56.6,At-Risk
INV003404,50.285714285714285,At-Risk
INV003405,41.0,At-Risk
INV003406,59.0,At-Risk
INV003407,57.42857142857143,At-Risk
INV003408,69.0,At-Risk
INV003409,64.5,At-Risk
INV003410,112.75,At-Risk
INV003411,106.5,At-Risk
INV003412,24.0,Healthy
INV003413,,Healthy
INV003414,405.0,At-Risk
INV003415,81.0,At-Risk
INV003416,,Healthy
INV003417,35.0,Healthy
INV003418,128.5,At-Risk
INV003419,62.5,At-Risk
INV003420,100.0,At-Risk
INV003421,23.5,Healthy
INV003422,84.66666666666667,At-Risk
INV003423,139.66666666666666,At-Risk
INV003424,73.16666666666667,At-Risk
INV003425,96.66666666666667,At-Risk
INV003426,67.66666666666667,At-Risk
INV003427,84.2,At-Risk
INV003428,96.0,At-Risk
INV003429,102.25,At-Risk
INV003430,73.4,At-Risk
INV003431,51.4,At-Risk
INV003432,61.333333333333336,At-Risk
INV003433,76.0,At-Risk
INV003434,,Healthy
INV003435,73.83333333333333,At-Risk
INV003436,96.0,At-Risk
INV003437,91.2,At-Risk
INV003438,147.33333333333334,At-Risk
INV003439,21.5,Healthy
INV003440,,Healthy
INV003441,133.0,At-Risk
INV003442,96.0,At-Risk
INV003443,111.5,At-Risk
INV003444,122.0,At-Risk
INV003445,372.0,At-Risk
INV003446,185.0,At-Risk
INV003447,,Healthy
INV003448,74.5,At-Risk
INV003449,102.0,At-Risk
INV003450,47.666666666666664,At-Risk
INV003451,107.25,At-Risk
INV003452,32.0,Healthy
INV003453,310.0,At-Risk
INV003454,58.0,At-Risk
INV003455,35.5,At-Risk
INV003456,184.0,At-Risk
INV003457,60.5,At-Risk
INV003458,67.85714285714286,At-Risk
INV003459,59.4,At-Risk
INV003460,76.0,At-Risk
INV003461,83.0,At-Risk
INV003462,108.25,At-Risk
INV003463,109.5,At-Risk
INV003464,160.0,At-Risk
INV003467,112.0,At-Risk
INV003468,234.0,At-Risk
INV003469,122.0,At-Risk
INV003470,175.0,At-Risk
INV003471,15.0,Healthy
INV003472,,Healthy
INV003473,95.8,At-Risk
INV003474,,Healthy
INV003475,56.0,At-Risk
INV003476,,Healthy
INV003477,131.66666666666666,At-Risk
INV003478,56.625,At-Risk
INV003479,65.71428571428571,At-Risk
INV003480,82.4,At-Risk
INV003481,,Healthy
INV003482,,Healthy
INV003483,172.0,At-Risk
INV003484,73.8,At-Risk
INV003485,89.33333333333333,At-Risk
INV003487,70.6,At-Risk
INV003488,464.0,At-Risk
INV003489,,Healthy
INV003490,191.0,At-Risk
INV003491,59.125,At-Risk
INV003492,90.8,At-Risk
INV003493,107.0,At-Risk
INV003494,111.66666666666667,At-Risk
INV003495,49.22222222222222,At-Risk
INV003496,121.0,At-Risk
INV003498,,Healthy
INV003499,286.0,At-Risk
INV003500,235.0,At-Risk
INV003501,102.0,At-Risk
INV003502,,Healthy
INV003503,122.5,At-Risk
INV003504,,Healthy
INV003505,99.0,At-Risk
INV003506,67.0,At-Risk
INV003507,83.0,At-Risk
INV003508,,Healthy
INV003509,60.875,At-Risk
INV003510,69.0,At-Risk
INV003511,65.57142857142857,At-Risk
INV003513,68.75,At-Risk
INV003514,74.2,At-Risk
INV003515,32.666666666666664,Healthy
INV003516,324.0,At-Risk
INV003517,164.0,At-Risk
INV003518,67.8,At-Risk
INV003519,88.5,At-Risk
INV003520,135.0,At-Risk
INV003521,89.0,At-Risk
INV003522,,Healthy
INV003523,66.0,At-Risk
INV003524,64.16666666666667,At-Risk
INV003525,98.5,At-Risk
INV003526,88.2,At-Risk
INV003527,113.66666666666667,At-Risk
INV003528,58.625,At-Risk
INV003529,32.666666666666664,Healthy
INV003530,51.0,At-Risk
INV003531,76.4,At-Risk
INV003532,117.75,At-Risk
INV003533,98.5,At-Risk
INV003534,52.714285714285715,At-Risk
INV003535,106.5,At-Risk
INV003536,92.5,At-Risk
INV003537,91.0,At-Risk
INV003538,,Healthy
INV003539,114.5,At-Risk
INV003540,56.0,At-Risk
INV003541,73.0,At-Risk
INV003542,,Healthy
INV003543,101.5,At-Risk
INV003544,270.0,At-Risk
INV003545,90.0,At-Risk
INV003546,114.0,At-Risk
INV003547,,Healthy
INV003548,37.5,At-Risk
INV003549,295.0,At-Risk
INV003550,,Healthy
INV003552,147.5,At-Risk
INV003553,86.5,At-Risk
INV003554,88.0,At-Risk
INV003555,45.0,At-Risk
INV003556,77.6,At-Risk
INV003557,66.4,At-Risk
INV003558,39.166666666666664,At-Risk
INV003559,48.333333333333336,At-Risk
INV003560,178.5,At-Risk
INV003561,132.0,At-Risk
INV003562,80.5,At-Risk
INV003563,88.33333333333333,At-Risk
INV003564,71.0,At-Risk
INV003565,109.75,At-Risk
INV003566,276.0,At-Risk
INV003567,100.33333333333333,At-Risk
INV003568,72.25,At-Risk
INV003569,81.0,At-Risk
INV003570,187.0,At-Risk
INV003571,86.5,At-Risk
INV003572,181.5,At-Risk
INV003573,26.5,Healthy
INV003574,190.0,At-Risk
INV003575,126.33333333333333,At-Risk
INV003576,70.0,At-Risk
INV003577,84.25,At-Risk
INV003578,112.5,At-Risk
INV003579,42.333333333333336,At-Risk
INV003580,72.16666666666667,At-Risk
INV003581,51.285714285714285,At-Risk
INV003582,49.333333333333336,At-Risk
INV003583,104.5,At-Risk
INV003584,,Healthy
INV003585,,Healthy
INV003586,54.285714285714285,At-Risk
INV003587,88.66666666666667,At-Risk
INV003588,15.0,Healthy
INV003589,171.0,At-Risk
INV003590,116.0,At-Risk
INV003591,,Healthy
INV003592,75.6,At-Risk
INV003593,78.2,At-Risk
INV003594,113.66666666666667,At-Risk
INV003595,235.0,At-Risk
INV003597,158.5,At-Risk
INV003598,68.0,At-Risk
INV003599,50.0,At-Risk
INV003600,106.25,At-Risk
INV003601,45.25,At-Risk
INV003602,243.5,At-Risk
INV003603,167.0,At-Risk
INV003604,90.2,At-Risk
INV003605,224.0,At-Risk
INV003607,70.4,At-Risk
INV003608,119.0,At-Risk
INV003609,150.33333333333334,At-Risk
INV003610,,Healthy
INV003611,68.83333333333333,At-Risk
INV003612,76.33333333333333,At-Risk
INV003613,67.42857142857143,At-Risk
INV003614,116.5,At-Risk
INV003615,92.0,At-Risk
INV003616,76.75,At-Risk
INV003617,60.333333333333336,At-Risk
INV003618,,Healthy
INV003619,72.0,At-Risk
INV003620,115.75,At-Risk
INV003621,,Healthy
INV003622,,Healthy
INV003624,152.0,At-Risk
INV003625,62.4,At-Risk
INV003626,80.0,At-Risk
INV003627,59.166666666666664,At-Risk
INV003628,43.0,At-Risk
INV003629,,Healthy
INV003630,52.0,At-Risk
INV003631,,Healthy
INV003632,113.0,At-Risk
INV003633,78.8,At-Risk
INV003634,47.8,At-Risk
INV003635,47.111111111111114,At-Risk
INV003636,237.5,At-Risk
INV003637,93.0,At-Risk
INV003638,65.25,At-Risk
INV003639,83.75,At-Risk
INV003640,92.5,At-Risk
INV003641,67.0,At-Risk
INV003642,53.166666666666664,At-Risk
INV003643,110.75,At-Risk
INV003644,86.0,At-Risk
INV003645,95.2,At-Risk
INV003646,,Healthy
INV003647,32.666666666666664,Healthy
INV003648,153.0,At-Risk
INV003649,96.8,At-Risk
INV003650,33.9,Healthy
INV003651,67.0,At-Risk
INV003652,50.0,At-Risk
INV003653,159.0,At-Risk
INV003654,60.5,At-Risk
INV003655,49.77777777777778,At-Risk
INV003656,88.66666666666667,At-Risk
INV003657,,Healthy
INV003658,70.71428571428571,At-Risk
INV003659,69.0,At-Risk
INV003660,79.0,At-Risk
INV003661,129.66666666666666,At-Risk
INV003662,,Healthy
INV003663,69.0,At-Risk
INV003664,170.66666666666666,At-Risk
INV003665,139.0,At-Risk
INV003666,85.25,At-Risk
INV003667,,Healthy
INV003668,202.0,At-Risk
INV003669,53.5,At-Risk
INV003670,70.85714285714286,At-Risk
INV003671,148.0,At-Risk
INV003672,77.2,At-Risk
INV003673,68.85714285714286,At-Risk
INV003674,78.33333333333333,At-Risk
INV003675,65.66666666666667,At-Risk
INV003676,44.0,At-Risk
INV003677,118.66666666666667,At-Risk
INV003678,32.8,Healthy
INV003680,155.5,At-Risk
INV003681,51.0,At-Risk
INV003682,87.0,At-Risk
INV003683,92.4,At-Risk
INV003684,98.2,At-Risk
INV003685,80.2,At-Risk
INV003686,96.6,At-Risk
INV003687,,Healthy
INV003688,,Healthy
INV003689,,Healthy
INV003690,193.0,At-Risk
INV003691,307.0,At-Risk
INV003692,27.5,Healthy
INV003693,71.33333333333333,At-Risk
INV003694,106.33333333333333,At-Risk
INV003695,51.666666666666664,At-Risk
INV003696,75.8,At-Risk
INV003697,76.66666666666667,At-Risk
INV003698,137.0,At-Risk
INV003699,82.5,At-Risk
INV003700,100.0,At-Risk
INV003701,,Healthy
INV003702,72.66666666666667,At-Risk
INV003703,100.0,At-Risk
INV003704,,Healthy
INV003705,78.8,At-Risk
INV003706,,Healthy
INV003707,68.6,At-Risk
INV003708,60.5,At-Risk
INV003709,80.2,At-Risk
INV003710,78.6,At-Risk
INV003711,72.2,At-Risk
INV003712,79.6,At-Risk
INV003713,81.5,At-Risk
INV003714,,Healthy
INV003716,87.25,At-Risk
INV003717,196.0,At-Risk
INV003718,91.4,At-Risk
INV003719,71.0,At-Risk
INV003720,74.6,At-Risk
INV003721,360.0,At-Risk
INV003722,50.666666666666664,At-Risk
INV003723,61.8,At-Risk
INV003724,68.0,At-Risk
INV003725,214.0,At-Risk
INV003726,93.66666666666667,At-Risk
INV003727,386.0,At-Risk
INV003728,4.0,Healthy
INV003729,,Healthy
INV003730,223.0,At-Risk
INV003731,141.0,At-Risk
INV003732,101.25,At-Risk
INV003733,88.8,At-Risk
INV003734,59.0,At-Risk
INV003735,45.857142857142854,At-Risk
INV003736,77.16666666666667,At-Risk
INV003737,103.75,At-Risk
INV003738,50.6,At-Risk
INV003739,44.333333333333336,At-Risk
INV003740,51.833333333333336,At-Risk
INV003741,67.66666666666667,At-Risk
INV003742,150.0,At-Risk
INV003743,76.33333333333333,At-Risk
INV003744,86.8,At-Risk
INV003745,70.2,At-Risk
INV003747,95.0,At-Risk
INV003748,56.142857142857146,At-Risk
INV003749,60.5,At-Risk
INV003750,113.5,At-Risk
INV003751,100.25,At-Risk
INV003752,145.0,At-Risk
INV003753,134.0,At-Risk
INV003755,96.0,At-Risk
INV003756,138.33333333333334,At-Risk
INV003757,81.83333333333333,At-Risk
INV003758,96.66666666666667,At-Risk
INV003759,,Healthy
INV003760,200.0,At-Risk
INV003761,51.857142857142854,At-Risk
INV003762,83.33333333333333,At-Risk
INV003763,168.0,At-Risk
INV003764,,Healthy
INV003765,117.75,At-Risk
INV003766,65.28571428571429,At-Risk
INV003767,47.5,At-Risk
INV003768,323.0,At-Risk
INV003769,9.333333333333334,Healthy
INV003770,,Healthy
INV003771,50.77777777777778,At-Risk
INV003772,34.5,Healthy
INV003773,106.0,At-Risk
INV003774,,Healthy
INV003775,74.0,At-Risk
INV003776,,Healthy
INV003777,,Healthy
INV003778,90.25,At-Risk
INV003779,76.4,At-Risk
INV003780,57.42857142857143,At-Risk
INV003781,64.83333333333333,At-Risk
INV003782,88.0,At-Risk
INV003783,53.75,At-Risk
INV003784,,Healthy
INV003785,74.2,At-Risk
INV003786,46.0,At-Risk
INV003787,63.25,At-Risk
INV003788,123.5,At-Risk
INV003789,174.5,At-Risk
INV003791,54.5,At-Risk
INV003792,67.0,At-Risk
INV003793,72.33333333333333,At-Risk
INV003794,236.0,At-Risk
INV003795,67.66666666666667,At-Risk
INV003796,,Healthy
INV003797,52.5,At-Risk
INV003798,42.75,At-Risk
INV003799,79.25,At-Risk
INV003800,191.0,At-Risk
INV003801,119.33333333333333,At-Risk
INV003802,,Healthy
INV003803,48.0,At-Risk
INV003804,97.0,At-Risk
INV003805,185.0,At-Risk
INV003806,103.75,At-Risk
INV003807,,Healthy
INV003808,33.5,Healthy
INV003809,84.0,At-Risk
INV003810,253.0,At-Risk
INV003811,78.66666666666667,At-Risk
INV003812,50.833333333333336,At-Risk
INV003813,82.2,At-Risk
INV003814,164.0,At-Risk
INV003815,72.5,At-Risk
INV003816,13.0,Healthy
INV003817,119.0,At-Risk
INV003818,248.0,At-Risk
INV003819,69.0,At-Risk
INV003820,211.0,At-Risk
INV003821,87.66666666666667,At-Risk
INV003822,77.0,At-Risk
INV003823,71.75,At-Risk
INV003824,71.5,At-Risk
INV003825,81.2,At-Risk
INV003826,,Healthy
INV003827,,Healthy
INV003828,30.666666666666668,Healthy
INV003829,48.55555555555556,At-Risk
INV003830,71.4,At-Risk
INV003831,,Healthy
INV003832,110.33333333333333,At-Risk
INV003833,60.333333333333336,At-Risk
INV003834,88.0,At-Risk
INV003835,73.66666666666667,At-Risk
INV003836,81.75,At-Risk
INV003837,,Healthy
INV003839,139.0,At-Risk
INV003840,64.5,At-Risk
INV003842,,Healthy
INV003844,68.5,At-Risk
INV003845,83.0,At-Risk
INV003846,103.25,At-Risk
INV003847,50.0,At-Risk
INV003848,96.33333333333333,At-Risk
INV003849,77.2,At-Risk
INV003850,,Healthy
INV003851,57.833333333333336,At-Risk
INV003852,273.0,At-Risk
INV003853,114.5,At-Risk
INV003854,95.0,At-Risk
INV003855,64.0,At-Risk
INV003856,68.33333333333333,At-Risk
INV003857,,Healthy
INV003858,114.0,At-Risk
INV003859,79.5,At-Risk
INV003860,46.0,At-Risk
INV003862,60.166666666666664,At-Risk
INV003863,471.0,At-Risk
